max_abs_error,mean_abs_error,max_rel_error,mean_rel_error,error_at_max_V,error_at_r2,error_at_r5,error_at_last,V_theory_at_max,V_sampled_at_max,V_theory_at_last,V_sampled_at_last
0.03370985513100322,0.018968689776316133,10.997807543922717,4.745291036371208,0.018924312812702737,0.013743231527592048,0.029958394098556718,0.018924312812702737,-0.4431274549090859,-0.46205176772178863,-0.4431274549090859,-0.46205176772178863
0.01277529849600445,0.0053185139945475845,15.77484417966986,1.3722374559920607,0.004932596333083905,0.0018255626880141484,0.007933985919583553,0.004932596333083905,-0.4431274549090859,-0.4480600512421698,-0.4431274549090859,-0.4480600512421698
0.02874121977649871,0.019693007895932414,15.200001499766472,5.02221599547373,0.019512507657395706,0.025550303525022244,0.019330653845244072,0.019512507657395706,-0.4431274549090859,-0.4236149472516902,-0.4431274549090859,-0.4236149472516902
0.0322540502779452,0.02269712993780234,14.045766015202316,5.7840200984723715,0.022610963931603334,0.023437256655929883,0.0322540502779452,0.022610963931603334,-0.4431274549090859,-0.46573841884068923,-0.4431274549090859,-0.46573841884068923
0.016226292647170792,0.006197577204538387,8.858531521799682,1.6588142441510478,0.005967030919779348,0.010716842018947487,0.001419973867096469,0.005967030919779348,-0.4431274549090859,-0.43716042398930655,-0.4431274549090859,-0.43716042398930655
0.009858453902870962,0.0027556983884064086,5.319175195202231,0.7823931538381973,0.002066182571140107,0.006838439766685994,0.0030833943560512056,0.002066182571140107,-0.4431274549090859,-0.445193637480226,-0.4431274549090859,-0.445193637480226
0.013470317888989947,0.007681868599651836,6.801561484439575,1.919057191934421,0.0076287786050807105,0.004623933610977432,0.007945561478672869,0.0076287786050807105,-0.4431274549090859,-0.4507562335141666,-0.4431274549090859,-0.4507562335141666
0.03292105870289763,0.014098176493281867,12.316687850734752,3.5058939566489937,0.013749308015326756,0.0006686866600642272,0.02338589097421523,0.013749308015326756,-0.4431274549090859,-0.42937814689375914,-0.4431274549090859,-0.42937814689375914
0.022562705459423793,0.003160157061157451,12.509444804582978,1.0281152837785543,0.0027987050285010473,0.003895944447256966,0.0010397363509533353,0.0027987050285010473,-0.4431274549090859,-0.44592615993758694,-0.4431274549090859,-0.44592615993758694
0.025512846124101318,0.00733208355417753,9.155020576699261,1.9817830137026624,0.006339717387452759,0.006505106196472654,0.01815461307985433,0.006339717387452759,-0.4431274549090859,-0.44946717229653865,-0.4431274549090859,-0.44946717229653865
